p,Run,Result
0.7000000000000001,61,1
0.7000000000000001,62,1
0.7000000000000001,63,1
0.7000000000000001,64,1
0.7000000000000001,65,1
0.7000000000000001,66,1
0.7000000000000001,67,1
0.7000000000000001,68,1
0.7000000000000001,69,1
0.7000000000000001,70,1
0.7000000000000001,71,1
0.7000000000000001,72,1
0.7000000000000001,73,1
0.7000000000000001,74,1
0.7000000000000001,75,1
0.7000000000000001,76,1
0.7000000000000001,77,1
0.7000000000000001,78,1
0.7000000000000001,79,1
0.7000000000000001,80,1
0.7000000000000001,81,1
0.7000000000000001,82,1
0.7000000000000001,83,1
0.7000000000000001,84,1
0.7000000000000001,85,1
0.7000000000000001,86,1
0.7000000000000001,87,1
0.7000000000000001,88,1
0.7000000000000001,89,1
0.7000000000000001,90,1
0.7000000000000001,91,1
0.7000000000000001,92,1
0.7000000000000001,93,1
0.7000000000000001,94,1
0.7000000000000001,95,1
0.7000000000000001,96,1
0.7000000000000001,97,1
0.7000000000000001,98,1
0.7000000000000001,99,1
0.7000000000000001,100,1
0.75,1,1
0.75,2,1
0.75,3,1
0.75,4,1
0.75,5,1
0.75,6,1
0.75,7,1
0.75,8,1
0.75,9,1
0.75,10,1
0.75,11,1
0.75,12,1
0.75,13,1
0.75,14,1
0.75,15,1
0.75,16,1
0.75,17,1
0.75,18,1
0.75,19,1
0.75,20,1
0.75,21,1
0.75,22,1
0.75,23,1
0.75,24,1
0.75,25,1
0.75,26,1
0.75,27,1
0.75,28,1
0.75,29,1
0.75,30,1
0.75,31,1
0.75,32,1
0.75,33,1
0.75,34,1
0.75,35,1
0.75,36,1
0.75,37,1
0.75,38,1
0.75,39,1
0.75,40,1
0.75,41,1
0.75,42,1
0.75,43,1
0.75,44,1
0.75,45,1
0.75,46,1
0.75,47,1
0.75,48,1
0.75,49,1
0.75,50,1
0.75,51,1
0.75,52,1
0.75,53,1
0.75,54,1
0.75,55,1
0.75,56,1
0.75,57,1
0.75,58,1
0.75,59,1
0.75,60,1
0.75,61,1
0.75,62,1
0.75,63,1
0.75,64,1
0.75,65,1
0.75,66,1
0.75,67,1
0.75,68,1
0.75,69,1
0.75,70,1
0.75,71,1
0.75,72,1
0.75,73,1
0.75,74,1
0.75,75,1
0.75,76,1
0.75,77,1
0.75,78,1
0.75,79,1
0.75,80,1
0.75,81,1
0.75,82,1
0.75,83,1
0.75,84,1
0.75,85,1
0.75,86,1
0.75,87,1
0.75,88,1
0.75,89,1
0.75,90,1
0.75,91,1
0.75,92,1
0.75,93,1
0.75,94,1
0.75,95,1
0.75,96,1
0.75,97,1
0.75,98,1
0.75,99,1
0.75,100,1
0.8,1,1
0.8,2,1
0.8,3,1
0.8,4,1
0.8,5,1
0.8,6,1
0.8,7,1
0.8,8,1
0.8,9,1
0.8,10,1
0.8,11,1
0.8,12,1
0.8,13,1
0.8,14,1
0.8,15,1
0.8,16,1
0.8,17,1
0.8,18,1
0.8,19,1
0.8,20,1
0.8,21,1
0.8,22,1
0.8,23,1
0.8,24,1
0.8,25,1
0.8,26,1
0.8,27,1
0.8,28,1
0.8,29,1
0.8,30,1
0.8,31,1
0.8,32,1
0.8,33,1
0.8,34,1
0.8,35,1
0.8,36,1
0.8,37,1
0.8,38,1
0.8,39,1
0.8,40,1
0.8,41,1
0.8,42,1
0.8,43,1
0.8,44,1
0.8,45,1
0.8,46,1
0.8,47,1
0.8,48,1
0.8,49,1
0.8,50,1
0.8,51,1
0.8,52,1
0.8,53,1
0.8,54,1
0.8,55,1
0.8,56,1
0.8,57,1
0.8,58,1
0.8,59,1
0.8,60,1
0.8,61,1
0.8,62,1
0.8,63,1
0.8,64,1
0.8,65,1
0.8,66,1
0.8,67,1
0.8,68,1
0.8,69,1
0.8,70,1
0.8,71,1
0.8,72,1
0.8,73,1
0.8,74,1
0.8,75,1
0.8,76,1
0.8,77,1
0.8,78,1
0.8,79,1
0.8,80,1
0.8,81,1
0.8,82,1
0.8,83,1
0.8,84,1
0.8,85,1
0.8,86,1
0.8,87,1
0.8,88,1
0.8,89,1
0.8,90,1
0.8,91,1
0.8,92,1
0.8,93,1
0.8,94,1
0.8,95,1
0.8,96,1
0.8,97,1
0.8,98,1
0.8,99,1
0.8,100,1
0.8500000000000001,1,1
0.8500000000000001,2,1
0.8500000000000001,3,1
0.8500000000000001,4,1
0.8500000000000001,5,1
0.8500000000000001,6,1
0.8500000000000001,7,1
0.8500000000000001,8,1
0.8500000000000001,9,1
0.8500000000000001,10,1
0.8500000000000001,11,1
0.8500000000000001,12,1
0.8500000000000001,13,1
0.8500000000000001,14,1
0.8500000000000001,15,1
0.8500000000000001,16,1
0.8500000000000001,17,1
0.8500000000000001,18,1
0.8500000000000001,19,1
0.8500000000000001,20,1
0.8500000000000001,21,1
0.8500000000000001,22,1
0.8500000000000001,23,1
0.8500000000000001,24,1
0.8500000000000001,25,1
0.8500000000000001,26,1
0.8500000000000001,27,1
0.8500000000000001,28,1
0.8500000000000001,29,1
0.8500000000000001,30,1
0.8500000000000001,31,1
0.8500000000000001,32,1
0.8500000000000001,33,1
0.8500000000000001,34,1
0.8500000000000001,35,1
0.8500000000000001,36,1
0.8500000000000001,37,1
0.8500000000000001,38,1
0.8500000000000001,39,1
0.8500000000000001,40,1
0.8500000000000001,41,1
0.8500000000000001,42,1
0.8500000000000001,43,1
0.8500000000000001,44,1
0.8500000000000001,45,1
0.8500000000000001,46,1
0.8500000000000001,47,1
0.8500000000000001,48,1
0.8500000000000001,49,1
0.8500000000000001,50,1
0.8500000000000001,51,1
0.8500000000000001,52,1
0.8500000000000001,53,1
0.8500000000000001,54,1
0.8500000000000001,55,1
0.8500000000000001,56,1
0.8500000000000001,57,1
0.8500000000000001,58,1
0.8500000000000001,59,1
0.8500000000000001,60,1
0.8500000000000001,61,1
0.8500000000000001,62,1
0.8500000000000001,63,1
0.8500000000000001,64,1
0.8500000000000001,65,1
0.8500000000000001,66,1
0.8500000000000001,67,1
0.8500000000000001,68,1
0.8500000000000001,69,1
0.8500000000000001,70,1
0.8500000000000001,71,1
0.8500000000000001,72,1
0.8500000000000001,73,1
0.8500000000000001,74,1
0.8500000000000001,75,1
0.8500000000000001,76,1
0.8500000000000001,77,1
0.8500000000000001,78,1
0.8500000000000001,79,1
0.8500000000000001,80,1
0.8500000000000001,81,1
0.8500000000000001,82,1
0.8500000000000001,83,1
0.8500000000000001,84,1
0.8500000000000001,85,1
0.8500000000000001,86,1
0.8500000000000001,87,1
0.8500000000000001,88,1
0.8500000000000001,89,1
0.8500000000000001,90,1
0.8500000000000001,91,1
0.8500000000000001,92,1
0.8500000000000001,93,1
0.8500000000000001,94,1
0.8500000000000001,95,1
0.8500000000000001,96,1
0.8500000000000001,97,1
0.8500000000000001,98,1
0.8500000000000001,99,1
0.8500000000000001,100,1
0.9,1,1
0.9,2,1
0.9,3,1
0.9,4,1
0.9,5,1
0.9,6,1
0.9,7,1
0.9,8,1
0.9,9,1
0.9,10,1
0.9,11,1
0.9,12,1
0.9,13,1
0.9,14,1
0.9,15,1
0.9,16,1
0.9,17,1
0.9,18,1
0.9,19,1
0.9,20,1
0.9,21,1
0.9,22,1
0.9,23,1
0.9,24,1
0.9,25,1
0.9,26,1
0.9,27,1
0.9,28,1
0.9,29,1
0.9,30,1
0.9,31,1
0.9,32,1
0.9,33,1
0.9,34,1
0.9,35,1
0.9,36,1
0.9,37,1
0.9,38,1
0.9,39,1
0.9,40,1
0.9,41,1
0.9,42,1
0.9,43,1
0.9,44,1
0.9,45,1
0.9,46,1
0.9,47,1
0.9,48,1
0.9,49,1
0.9,50,1
0.9,51,1
0.9,52,1
0.9,53,1
0.9,54,1
0.9,55,1
0.9,56,1
0.9,57,1
0.9,58,1
0.9,59,1
0.9,60,1
0.9,61,1
0.9,62,1
0.9,63,1
0.9,64,1
0.9,65,1
0.9,66,1
0.9,67,1
0.9,68,1
0.9,69,1
0.9,70,1
0.9,71,1
0.9,72,1
0.9,73,1
0.9,74,1
0.9,75,1
0.9,76,1
0.9,77,1
0.9,78,1
0.9,79,1
0.9,80,1
0.9,81,1
0.9,82,1
0.9,83,1
0.9,84,1
0.9,85,1
0.9,86,1
0.9,87,1
0.9,88,1
0.9,89,1
0.9,90,1
0.9,91,1
0.9,92,1
0.9,93,1
0.9,94,1
0.9,95,1
0.9,96,1
0.9,97,1
0.9,98,1
0.9,99,1
0.9,100,1
0.9500000000000001,1,1
0.9500000000000001,2,1
0.9500000000000001,3,1
0.9500000000000001,4,1
0.9500000000000001,5,1
0.9500000000000001,6,1
0.9500000000000001,7,1
0.9500000000000001,8,1
0.9500000000000001,9,1
0.9500000000000001,10,1
0.9500000000000001,11,1
0.9500000000000001,12,1
0.9500000000000001,13,1
0.9500000000000001,14,1
0.9500000000000001,15,1
0.9500000000000001,16,1
0.9500000000000001,17,1
0.9500000000000001,18,1
0.9500000000000001,19,1
0.9500000000000001,20,1
0.9500000000000001,21,1
0.9500000000000001,22,1
0.9500000000000001,23,1
0.9500000000000001,24,1
0.9500000000000001,25,1
0.9500000000000001,26,1
0.9500000000000001,27,1
0.9500000000000001,28,1
0.9500000000000001,29,1
0.9500000000000001,30,1
0.9500000000000001,31,1
0.9500000000000001,32,1
0.9500000000000001,33,1
0.9500000000000001,34,1
0.9500000000000001,35,1
0.9500000000000001,36,1
0.9500000000000001,37,1
0.9500000000000001,38,1
0.9500000000000001,39,1
0.9500000000000001,40,1
0.9500000000000001,41,1
0.9500000000000001,42,1
0.9500000000000001,43,1
0.9500000000000001,44,1
0.9500000000000001,45,1
0.9500000000000001,46,1
0.9500000000000001,47,1
0.9500000000000001,48,1
0.9500000000000001,49,1
0.9500000000000001,50,1
0.9500000000000001,51,1
0.9500000000000001,52,1
0.9500000000000001,53,1
0.9500000000000001,54,1
0.9500000000000001,55,1
0.9500000000000001,56,1
0.9500000000000001,57,1
0.9500000000000001,58,1
0.9500000000000001,59,1
0.9500000000000001,60,1
0.9500000000000001,61,1
0.9500000000000001,62,1
0.9500000000000001,63,1
0.9500000000000001,64,1
0.9500000000000001,65,1
0.9500000000000001,66,1
0.9500000000000001,67,1
0.9500000000000001,68,1
0.9500000000000001,69,1
0.9500000000000001,70,1
0.9500000000000001,71,1
0.9500000000000001,72,1
0.9500000000000001,73,1
0.9500000000000001,74,1
0.9500000000000001,75,1
0.9500000000000001,76,1
0.9500000000000001,77,1
0.9500000000000001,78,1
0.9500000000000001,79,1
0.9500000000000001,80,1
0.9500000000000001,81,1
0.9500000000000001,82,1
0.9500000000000001,83,1
0.9500000000000001,84,1
0.9500000000000001,85,1
0.9500000000000001,86,1
0.9500000000000001,87,1
0.9500000000000001,88,1
0.9500000000000001,89,1
0.9500000000000001,90,1
0.9500000000000001,91,1
0.9500000000000001,92,1
0.9500000000000001,93,1
0.9500000000000001,94,1
0.9500000000000001,95,1
0.9500000000000001,96,1
0.9500000000000001,97,1
0.9500000000000001,98,1
0.9500000000000001,99,1
0.9500000000000001,100,1
1.0,1,1
1.0,2,1
1.0,3,1
1.0,4,1
1.0,5,1
1.0,6,1
1.0,7,1
1.0,8,1
1.0,9,1
1.0,10,1
1.0,11,1
1.0,12,1
1.0,13,1
1.0,14,1
1.0,15,1
1.0,16,1
1.0,17,1
1.0,18,1
1.0,19,1
1.0,20,1
1.0,21,1
1.0,22,1
1.0,23,1
1.0,24,1
1.0,25,1
1.0,26,1
1.0,27,1
1.0,28,1
1.0,29,1
1.0,30,1
1.0,31,1
1.0,32,1
1.0,33,1
1.0,34,1
1.0,35,1
1.0,36,1
1.0,37,1
1.0,38,1
1.0,39,1
1.0,40,1
1.0,41,1
1.0,42,1
1.0,43,1
1.0,44,1
1.0,45,1
1.0,46,1
1.0,47,1
1.0,48,1
1.0,49,1
1.0,50,1
1.0,51,1
1.0,52,1
1.0,53,1
1.0,54,1
1.0,55,1
1.0,56,1
1.0,57,1
1.0,58,1
1.0,59,1
1.0,60,1
1.0,61,1
1.0,62,1
1.0,63,1
1.0,64,1
1.0,65,1
1.0,66,1
1.0,67,1
1.0,68,1
1.0,69,1
1.0,70,1
1.0,71,1
1.0,72,1
1.0,73,1
1.0,74,1
1.0,75,1
1.0,76,1
1.0,77,1
1.0,78,1
1.0,79,1
1.0,80,1
1.0,81,1
1.0,82,1
1.0,83,1
1.0,84,1
1.0,85,1
1.0,86,1
1.0,87,1
1.0,88,1
1.0,89,1
1.0,90,1
1.0,91,1
1.0,92,1
1.0,93,1
1.0,94,1
1.0,95,1
1.0,96,1
1.0,97,1
1.0,98,1
1.0,99,1
1.0,100,1
